nom_chaine,video_ID,video_titre,date_publi,delta_jour,duree_live,total_don,nbr_don,mean_don,mean_don_heure,nbr_view,nbr_like,nbr_com_live
LeChefOtaku,meTpStHSyNs,W.O.K. SPÉCIAL : SAYONARA WII U !! -Retour sur les meilleurs jeux de la console-,2018-12-06,1205,11772.0,6.0,3,2.0,1.83,15624,311,22
LeChefOtaku,jmhATE7EFeI,W.O.K. #5 : SONIC LE FILM DÉJÀ UN FLOP ? LE RETOUR DU MIB ?! SMASH BROS DÉJÀ SYSTEM-SELLER !,2018-12-21,1190,9614.0,22.0,4,5.5,8.24,45284,438,27
Mary - Frozencrystal,nbXQ0t9BGLk,LIVE NOCTURNE - ON EST LA TOUTE LA NUIT,2018-03-09,1477,35166.0,752.6,152,4.95,77.04,263121,11858,871
Garry's School,zvIRxhCHU24,🔴 IDENTITY RP EST SORTI !!,2018-12-01,1210,2645.0,46.0,10,4.6,62.61,143016,8127,306
Garry's School,HnMAmJf9drc,🔴 J’ACHÈTE LES 100 PALIERS DE LA SAISON 5 !! Fortnite Battle Royale,2018-07-12,1352,15099.0,17.3,11,1.57,4.12,100009,3989,94
Garry's School,byxa-wMInS0,🔴 ON TERMINE LES DÉFIS AVANT LA SAISON 4 !! Fortnite Battle Royale,2018-04-29,1426,14482.0,77.87,24,3.24,19.36,84727,3783,42
Garry's School,ux27Y7B6-uw,🔴 6H DANS LA VIE D'UN FLIC ! - Garry's Mod DarkRP,2018-09-30,1272,21991.0,75.09,26,2.89,12.29,409996,19139,640
Nanass,xkrgaZDyYWA,🔴 LA RÉPONSE DE JULIE ! AFFAIRE TK78,2021-05-22,307,2784.0,56.01,22,2.55,72.43,504496,32587,1579
Nanass,vZuI6rikjPY,LIVE NEWS ! AYA NAKAMURA ENCEINTE DE NISKA ?! [ REDIFF ],2019-08-10,958,2642.0,0,0,0,0.0,38086,2845,102
Nanass,TiJ11Ccp0XI,[ REDIFF ] LIVE NEWS ! CLINTON NJIE PUBLIE UNE STORY HOT !,2019-07-31,968,4371.0,24.44,8,3.06,20.13,48094,2651,69
Guillaume & Kim,EE_HWRQ64-A,L'EVENEMENT FORTNITE LA FIN DU CHAPITRE 2 ! LE CHAPITRE 3 ARRIVE ! FORTNITE EVENT,2021-12-04,111,10900.0,608.49,91,6.69,200.97,306862,15441,318
Guillaume & Kim,QCMAxajvXO4,"REACTION LIVE NINTENDO DIRECT MARS 2018 - SUPER SMASH BROS SWITCH , SPLATOON 2 , ...",2018-03-09,1477,5564.0,284.13,56,5.07,183.84,116994,3817,415
thierry vigneau Boiserie,6TnL_dX8gZ8,Mazoute 300cv Dans Ses Morts,2018-05-08,1417,2249.0,0,0,0,0.0,269337,4979,264
LA CAGOULE,YvzWWj80AHo,JE RÉAGIS A UNE FILLE ENCEINTE A 16 ANS !!,2018-07-24,1340,4376.0,35.81,11,3.26,29.46,73016,4025,315
LA CAGOULE,-KZJFd-zHVo,JE RÉAGIS A DES YOUTUBEURS,2018-07-23,1341,4908.0,148.86,25,5.95,109.19,98271,4321,216
Call of Duty: Quartier Général,tdZT2EGWMX8,COD BO4: Découverte du Zombies en Live! (Gameplay FR),2018-10-11,1261,8244.0,1.42,1,1.42,0.62,31331,434,29
Call of Duty: Quartier Général,89lH6apnM2A,"[LIVE 🔴] DÉCOUVERTE ZOMBIES ""DIE MASCHINE"" BLACK OPS COLD WAR (FR)",2020-11-12,498,7641.0,0,0,0,0.0,11879,253,5
RAYTON,axNYvqWi10k,"LIVE 1 MILLION D'ABONNÉS ! (Minecraft, Fortnite, Clash Royale, Fnaf)",2022-02-02,51,43314.0,1455.99,99,14.71,121.01,243561,18390,659
RAYTON,8-QtsBfCIqY,"IL VEUT M'AVOIR, AIDEZ-MOI ! -  Dead By Daylight",2018-08-11,1322,4290.0,1.0,1,1.0,0.84,5893,525,39
RAYTON,af4lewPg_hY,LE LIVE 10H ULTIME POUR HALLOWEEN ! (Venez tous),2020-10-31,510,7445.0,513.2,28,18.33,248.16,171875,11039,348
